"ELF_101"	"ELF_130"	"ELF_135"	"ELF_142"	"ELF_144"	"ELF_155"	"ELF_157"	"ELF_166"	"ELF_174"	"ELF_181"	"ELF_200"	"ELF_205"	"ELF_269"	"ELF_272"	"ELF_277"	"ELF_28"	"ELF_306"	"ELF_309"	"ELF_329"	"ELF_347"	"ELF_35"	"ELF_358"	"ELF_37"	"ELF_379"	"ELF_388"	"ELF_390"	"ELF_393"	"ELF_395"	"ELF_42"	"ELF_45"	"ELF_477"	"ELF_49"	"ELF_498"	"ELF_51"	"ELF_54"	"ELF_56"	"ELF_57"	"ELF_66"	"ELF_842"	"ELF_857"	"ELF_865"	"ELF_890"	"ELF_922"	"F0001"	"F0003"	"F0004"	"F0005"	"F0006"	"F0009"	"F0010"	"F0013"	"F0014"	"F0015"	"F0016"	"F0019"	"F0020"	"F0022"	"F0023"	"F0024"	"F0025"	"F0026"	"F0027"	"F0028"	"F0029"	"F0030"	"F0031"	"F0032"	"F0033"	"F0034"	"F0035"	"F0036"	"F0040"	"F0041"	"M0003"	"M0007"	"M0012"	"M0015"	"M0016"	"M0017"	"M0021"	"M0022"	"M0024"	"M0028"	"M0029"	"M0030"	"M0032"	"M0033"	"M0034"	"M0036"	"M0037"	"M0039"	"M0041"	"M0042"	"M0044"	"M0045"	"M0047"	"M0048"	"M0049"	"M0050"	"M0051"	"M0052"	"M0053"	"M0054"	"M0055"	"M0057"	"M0059"	"M0060"	"M0062"	"ELF_149"	"ELF_152"	"ELF_183"	"ELF_281"	"ELF_351"	"ELF_363"	"ELF_40"	"ELF_406"	"ELF_44"	"ELF_533"	"ELF_63"	"ELF_70"	"ELF_8"	"ELF_84"	"F0008"	"F0011"	"F0018"	"F0021"	"F0042"	"M0008"	"M0010"	"M0013"	"M0031"	"M0043"	"ELF_110"	"ELF_123"	"ELF_129"	"ELF_132"	"ELF_133"	"ELF_134"	"ELF_137"	"ELF_139"	"ELF_140"	"ELF_146"	"ELF_148"	"ELF_150"	"ELF_151"	"ELF_153"	"ELF_154"	"ELF_158"	"ELF_159"	"ELF_160"	"ELF_164"	"ELF_165"	"ELF_172"	"ELF_175"	"ELF_177"	"ELF_179"	"ELF_185"	"ELF_186"	"ELF_187"	"ELF_188"	"ELF_190"	"ELF_198"	"ELF_203"	"ELF_212"	"ELF_215"	"ELF_219"	"ELF_220"	"ELF_223"	"ELF_224"	"ELF_242"	"ELF_243"	"ELF_245"	"ELF_246"	"ELF_247"	"ELF_248"	"ELF_249"	"ELF_250"	"ELF_251"	"ELF_252"	"ELF_253"	"ELF_254"	"ELF_260"	"ELF_261"	"ELF_268"	"ELF_280"	"ELF_283"	"ELF_286"	"ELF_297"	"ELF_30"	"ELF_308"	"ELF_31"	"ELF_312"	"ELF_313"	"ELF_314"	"ELF_318"	"ELF_323"	"ELF_325"	"ELF_326"	"ELF_33"	"ELF_330"	"ELF_335"	"ELF_337"	"ELF_338"	"ELF_34"	"ELF_343"	"ELF_348"	"ELF_349"	"ELF_350"	"ELF_354"	"ELF_355"	"ELF_357"	"ELF_359"	"ELF_36"	"ELF_364"	"ELF_365"	"ELF_370"	"ELF_371"	"ELF_38"	"ELF_383"	"ELF_384"	"ELF_385"	"ELF_386"	"ELF_39"	"ELF_392"	"ELF_394"	"ELF_396"	"ELF_41"	"ELF_43"	"ELF_479"	"ELF_482"	"ELF_487"	"ELF_489"	"ELF_501"	"ELF_502"	"ELF_507"	"ELF_509"	"ELF_510"	"ELF_511"	"ELF_512"	"ELF_513"	"ELF_514"	"ELF_519"	"ELF_520"	"ELF_521"	"ELF_522"	"ELF_524"	"ELF_526"	"ELF_527"	"ELF_536"	"ELF_537"	"ELF_539"	"ELF_59"	"ELF_61"	"ELF_613"	"ELF_648"	"ELF_65"	"ELF_655"	"ELF_671"	"ELF_677"	"ELF_69"	"ELF_7"	"ELF_751"	"ELF_752"	"ELF_78"	"ELF_810"	"ELF_849"	"ELF_850"	"ELF_854"	"ELF_88"	"ELF_92"	"ELF_99"	"F0002"	"F0012"	"F0017"	"F0038"	"M0001"	"M0004"	"M0006"	"M0009"	"M0023"	"M0026"	"M0035"	"M0040"	"ELF_147"	"ELF_293"	"ELF_305"	"ELF_322"	"ELF_328"	"ELF_334"	"ELF_336"	"ELF_346"	"ELF_523"	"ELF_60"	"ELF_102"	"ELF_113"	"ELF_26"	"ELF_412"	"ELF_632"	"ELF_836"	"ELF_86"	"F0037"	"M0005"	"M0027"	"M0058"	"ELF_106"	"ELF_107"	"ELF_119"	"ELF_122"	"ELF_125"	"ELF_126"	"ELF_143"	"ELF_145"	"ELF_156"	"ELF_161"	"ELF_162"	"ELF_163"	"ELF_167"	"ELF_168"	"ELF_169"	"ELF_170"	"ELF_173"	"ELF_176"	"ELF_178"	"ELF_189"	"ELF_191"	"ELF_192"	"ELF_195"	"ELF_199"	"ELF_206"	"ELF_207"	"ELF_209"	"ELF_216"	"ELF_231"	"ELF_232"	"ELF_234"	"ELF_235"	"ELF_236"	"ELF_238"	"ELF_239"	"ELF_240"	"ELF_241"	"ELF_255"	"ELF_256"	"ELF_27"	"ELF_270"	"ELF_271"	"ELF_275"	"ELF_276"	"ELF_278"	"ELF_285"	"ELF_287"	"ELF_29"	"ELF_291"	"ELF_298"	"ELF_300"	"ELF_304"	"ELF_311"	"ELF_316"	"ELF_32"	"ELF_320"	"ELF_321"	"ELF_324"	"ELF_341"	"ELF_342"	"ELF_344"	"ELF_352"	"ELF_360"	"ELF_362"	"ELF_366"	"ELF_367"	"ELF_368"	"ELF_369"	"ELF_372"	"ELF_378"	"ELF_380"	"ELF_389"	"ELF_391"	"ELF_424"	"ELF_425"	"ELF_426"	"ELF_427"	"ELF_428"	"ELF_429"	"ELF_430"	"ELF_453"	"ELF_454"	"ELF_455"	"ELF_456"	"ELF_462"	"ELF_469"	"ELF_473"	"ELF_481"	"ELF_485"	"ELF_486"	"ELF_488"	"ELF_491"	"ELF_497"	"ELF_499"	"ELF_503"	"ELF_508"	"ELF_515"	"ELF_517"	"ELF_518"	"ELF_525"	"ELF_528"	"ELF_529"	"ELF_53"	"ELF_534"	"ELF_540"	"ELF_548"	"ELF_549"	"ELF_551"	"ELF_552"	"ELF_553"	"ELF_554"	"ELF_555"	"ELF_556"	"ELF_557"	"ELF_584"	"ELF_585"	"ELF_586"	"ELF_587"	"ELF_588"	"ELF_589"	"ELF_590"	"ELF_62"	"ELF_628"	"ELF_64"	"ELF_649"	"ELF_652"	"ELF_653"	"ELF_656"	"ELF_659"	"ELF_660"	"ELF_665"	"ELF_666"	"ELF_669"	"ELF_672"	"ELF_673"	"ELF_679"	"ELF_759"	"ELF_760"	"ELF_761"	"ELF_762"	"ELF_764"	"ELF_765"	"ELF_767"	"ELF_768"	"ELF_769"	"ELF_770"	"ELF_774"	"ELF_786"	"ELF_789"	"ELF_792"	"ELF_797"	"ELF_800"	"ELF_802"	"ELF_804"	"ELF_81"	"ELF_816"	"ELF_818"	"ELF_821"	"ELF_825"	"ELF_826"	"ELF_828"	"ELF_830"	"ELF_846"	"ELF_847"	"ELF_885"	"ELF_90"	"ELF_902"	"ELF_930"	"ELF_94"	"ELF_98"	"F0007"	"M0002"	"M0011"	"M0014"	"M0019"	"M0025"	"M0046"	"M0056"	"ELF_120"	"ELF_171"	"ELF_180"	"ELF_210"	"ELF_214"	"ELF_257"	"ELF_258"	"ELF_259"	"ELF_282"	"ELF_299"	"ELF_339"	"ELF_340"	"ELF_440"	"ELF_441"	"ELF_442"	"ELF_443"	"ELF_444"	"ELF_445"	"ELF_446"	"ELF_470"	"ELF_472"	"ELF_494"	"ELF_495"	"ELF_506"	"ELF_531"	"ELF_550"	"ELF_558"	"ELF_559"	"ELF_594"	"ELF_595"	"ELF_596"	"ELF_597"	"ELF_598"	"ELF_599"	"ELF_631"	"ELF_633"	"ELF_636"	"ELF_639"	"ELF_642"	"ELF_645"	"ELF_654"	"ELF_657"	"ELF_658"	"ELF_668"	"ELF_670"	"ELF_675"	"ELF_678"	"ELF_681"	"ELF_682"	"ELF_683"	"ELF_684"	"ELF_685"	"ELF_686"	"ELF_716"	"ELF_718"	"ELF_719"	"ELF_721"	"ELF_731"	"ELF_732"	"ELF_733"	"ELF_734"	"ELF_735"	"ELF_736"	"ELF_737"	"ELF_738"	"ELF_776"	"ELF_781"	"ELF_801"	"ELF_812"	"ELF_813"	"ELF_815"	"ELF_835"	"ELF_841"	"ELF_845"	"ELF_848"	"ELF_852"	"ELF_859"	"ELF_866"	"ELF_869"	"ELF_870"	"ELF_871"	"ELF_872"	"ELF_887"	"ELF_888"	"ELF_894"	"ELF_895"	"ELF_900"	"ELF_910"	"ELF_915"	"ELF_919"	"ELF_920"	"ELF_921"	"F0039"	"M0061"	"ELF_194"	"ELF_292"	"ELF_331"	"ELF_361"	"ELF_58"	"ELF_67"	"ELF_916"	"ELF_196"	"ELF_213"	"ELF_225"	"ELF_226"	"ELF_227"	"ELF_228"	"ELF_229"	"ELF_230"	"ELF_290"	"ELF_356"	"ELF_373"	"ELF_382"	"ELF_387"	"ELF_415"	"ELF_416"	"ELF_417"	"ELF_418"	"ELF_419"	"ELF_420"	"ELF_421"	"ELF_422"	"ELF_459"	"ELF_463"	"ELF_464"	"ELF_465"	"ELF_560"	"ELF_561"	"ELF_563"	"ELF_566"	"ELF_568"	"ELF_572"	"ELF_662"	"ELF_851"	"ELF_876"	"ELF_903"	"M0018"	"ELF_407"	"ELF_408"	"ELF_409"	"ELF_410"	"ELF_411"	"ELF_413"	"ELF_414"	"ELF_476"	"ELF_478"	"ELF_493"	"ELF_516"	"ELF_535"	"ELF_607"	"ELF_608"	"ELF_609"	"ELF_610"	"ELF_611"	"ELF_612"	"ELF_614"	"ELF_615"	"ELF_616"	"ELF_617"	"ELF_618"	"ELF_619"	"ELF_620"	"ELF_623"	"ELF_624"	"ELF_625"	"ELF_627"	"ELF_630"	"ELF_646"	"ELF_651"	"ELF_664"	"ELF_674"	"ELF_676"	"ELF_708"	"ELF_709"	"ELF_710"	"ELF_711"	"ELF_712"	"ELF_713"	"ELF_714"	"ELF_715"	"ELF_739"	"ELF_740"	"ELF_741"	"ELF_742"	"ELF_743"	"ELF_744"	"ELF_745"	"ELF_746"	"ELF_747"	"ELF_748"	"ELF_749"	"ELF_750"	"ELF_780"	"ELF_782"	"ELF_823"	"ELF_827"	"ELF_844"	"ELF_853"	"ELF_855"	"ELF_863"	"ELF_873"	"ELF_891"	"ELF_898"	"ELF_905"	"ELF_907"	"ELF_913"	"ELF_924"	"ELF_273"	"ELF_345"	"ELF_874"	"ELF_262"	"ELF_263"	"ELF_264"	"ELF_265"	"ELF_266"	"ELF_267"	"ELF_288"	"ELF_302"	"ELF_398"	"ELF_399"	"ELF_400"	"ELF_402"	"ELF_403"	"ELF_404"	"ELF_405"	"ELF_538"	"ELF_562"	"ELF_564"	"ELF_565"	"ELF_567"	"ELF_569"	"ELF_570"	"ELF_571"	"ELF_573"	"ELF_574"	"ELF_575"	"ELF_644"	"ELF_663"	"ELF_784"	"ELF_795"	"ELF_807"	"ELF_822"	"ELF_861"	"ELF_901"	"ELF_929"	"M0038"	"ELF_111"	"ELF_202"	"ELF_208"	"ELF_284"	"ELF_310"	"ELF_353"	"ELF_447"	"ELF_448"	"ELF_449"	"ELF_450"	"ELF_451"	"ELF_530"	"ELF_532"	"ELF_600"	"ELF_601"	"ELF_602"	"ELF_603"	"ELF_604"	"ELF_605"	"ELF_621"	"ELF_622"	"ELF_638"	"ELF_640"	"ELF_661"	"ELF_793"	"ELF_794"	"ELF_814"	"ELF_829"	"ELF_833"	"ELF_837"	"ELF_856"	"ELF_860"	"ELF_862"	"ELF_875"	"ELF_879"	"ELF_881"	"ELF_882"	"ELF_883"	"ELF_889"	"ELF_897"	"ELF_899"	"ELF_911"	"ELF_912"	"ELF_923"	"ELF_926"	"ELF_927"	"M0020"	"ELF_641"	"ELF_667"	"ELF_819"	"ELF_906"	"ELF_914"	"ELF_696"	"ELF_697"	"ELF_698"	"ELF_699"	"ELF_700"	"ELF_701"	"ELF_702"	"ELF_703"	"ELF_704"	"ELF_705"	"ELF_706"	"ELF_131"	"ELF_294"	"ELF_431"	"ELF_432"	"ELF_433"	"ELF_434"	"ELF_435"	"ELF_436"	"ELF_437"	"ELF_438"	"ELF_458"	"ELF_635"	"ELF_724"	"ELF_725"	"ELF_726"	"ELF_727"	"ELF_728"	"ELF_729"	"ELF_730"	"ELF_788"	"ELF_834"	"ELF_878"	"ELF_908"	"ELF_96"	"ELF_753"	"ELF_754"	"ELF_756"	"ELF_757"	"ELF_758"	"ELF_771"	"ELF_772"	"ELF_773"	"ELF_775"	"ELF_777"	"ELF_778"	"ELF_779"	"ELF_783"	"ELF_796"	"ELF_799"	"ELF_805"	"ELF_806"	"ELF_811"	"ELF_817"	"ELF_840"	"ELF_843"	"ELF_880"	"ELF_886"	"ELF_925"	"ELF_717"	"ELF_720"	"ELF_722"	"ELF_723"	"ELF_864"	"ELF_877"	"ELF_884"	"ELF_904"	"ELF_637"	"ELF_643"	"ELF_634"	"ELF_647"	"ELF_650"	"ELF_820"	"ELF_838"	"ELF_858"	"ELF_868"	"ELF_928"	"ELF_541"	"ELF_542"	"ELF_543"	"ELF_544_P5"	"ELF_545"	"ELF_546"	"ELF_547"	"ELF_687"	"ELF_688"	"ELF_689"	"ELF_690"	"ELF_691"	"ELF_692"	"ELF_693"	"ELF_576"	"ELF_577"	"ELF_578"	"ELF_579"	"ELF_580"	"ELF_581"	"ELF_582"	"ELF_583"	"ELF_626"	"ELF_680"	"ELF_787"	"ELF_790"	"ELF_808"	"ELF_896"	"ELF_909"
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.375	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0.125	0.25	0	0	0	0.125	0.125	0	0	0.125	0	0.125	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.125	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0.125	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
